addr1_packet_ctrl, addr1_bytes_ctrl, addr1_packet, addr1_bytes, addr1_pkt_len_min, addr1_pkt_len_max, addr1_pkt_len_avg,addr1_pkt_len_var, addr1_pkt_len_mom2, addr2_packet_ctrl, addr2_bytes_ctrl, addr2_packet, addr2_bytes, addr2_pkt_len_min, addr2_pkt_len_max, addr2_pkt_len_avg,addr2_pkt_len_var, addr2_pkt_len_mom2, addra_packet_ctrl, addra_bytes_ctrl, addra_packet, addra_bytes, addra_pkt_len_min, addra_pkt_len_max, addra_pkt_len_avg,addra_pkt_len_var, addra_pkt_len_mom2 
0, 0, 290, 25957, 68, 1260, 89.50689655172414, 16193.560297265161, 24205.044827586207, 0, 0, 682, 2194247, 68, 63780, 3217.3709677419356, 17733514.423966512, 28084990.36803519, 0, 0, 972, 2220204, 68, 63780, 2284.1604938271603, 16041703.00943117, 19712945.36419753
0, 0, 58, 4992, 68, 592, 86.06896551724138, 9141.650416171222, 16549.51724137931, 0, 0, 209, 1480151, 317, 23236, 7082.062200956938, 47597720.24971955, 97753325.26794258, 0, 0, 267, 1485143, 68, 23236, 5562.333333333333, 47036191.01117506, 76522115.55430712
0, 0, 12, 2388, 68, 592, 199.0, 51483.0, 91084.0, 0, 0, 38, 200252, 1516, 21330, 5269.789473684211, 22930973.692520782, 50701654.78947368, 0, 0, 50, 202640, 68, 21330, 4052.8, 22839215.944214877, 38555117.8
0, 0, 4, 1594, 68, 710, 398.5, 79223.25, 238025.5, 0, 0, 2, 339, 103, 236, 169.5, 4422.25, 33152.5, 0, 0, 6, 1933, 68, 710, 322.1666666666667, 54933.0, 169734.5
0, 0, 129, 10344, 68, 592, 80.18604651162791, 6236.988642509465, 12666.790697674418, 0, 0, 625, 1921514, 317, 20611, 3074.4224, 15522954.97037824, 24975028.064, 0, 0, 753, 1931790, 68, 20611, 2565.4581673306775, 14837019.757920967, 20731768.833997343
0, 0, 11, 3231, 68, 859, 293.72727272727275, 82120.74380165289, 168396.45454545456, 0, 0, 22, 199181, 1516, 20340, 9053.681818181818, 37496014.6714876, 119465169.13636364, 0, 0, 33, 202412, 68, 20340, 6133.69696969697, 42291124.46809917, 79699578.24242425
0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 1, 317, 317, 317, 317.0, 0.0, 100489.0, 0, 0, 2, 385, 68, 317, 192.5, 13778.0, 52556.5
0, 0, 61, 5196, 68, 592, 85.18032786885246, 8707.328137597418, 15963.016393442624, 0, 0, 250, 1462681, 310, 17444, 5850.724, 34309464.511824, 68540435.836, 0, 0, 311, 1467877, 68, 17444, 4719.861736334406, 33801266.2994144, 55099944.38263666
0, 0, 36, 4666, 68, 593, 129.61111111111111, 27170.79320987655, 43969.833333333336, 0, 0, 106, 934019, 559, 17444, 8811.5, 46922061.66509434, 124564593.91509435, 0, 0, 142, 938685, 68, 17444, 6610.457746478874, 49468008.27159208, 92995984.99295774
0, 0, 12, 3176, 68, 1265, 264.6666666666667, 105402.38888888886, 175450.83333333334, 0, 0, 15, 2037, 68, 362, 135.8, 8869.626666666667, 27311.266666666666, 0, 0, 27, 5213, 68, 1265, 193.07407407407408, 39839.521541950104, 93151.07407407407
0, 0, 9, 1601, 68, 593, 177.88888888888889, 35442.543209876545, 67087.0, 0, 0, 11, 1707, 68, 484, 155.1818181818182, 13645.785123966942, 37727.181818181816, 0, 0, 20, 3308, 68, 593, 165.4, 20080.110301768997, 50939.1
0, 0, 223, 17894, 68, 593, 80.24215246636771, 6079.501900299622, 12518.304932735426, 0, 0, 798, 2408879, 68, 21788, 3018.6453634085215, 14984353.306563716, 24096573.13659148, 0, 0, 1020, 2426705, 68, 21788, 2379.122549019608, 14080886.444337944, 18854757.17745098
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 129, 12144, 68, 710, 94.13953488372093, 13280.39913466739, 22142.6511627907, 0, 0, 460, 1927428, 68, 17444, 4190.060869565217, 28105315.000642717, 45661925.09130435, 0, 0, 587, 1939436, 68, 17444, 3303.9795570698466, 26485584.866289183, 35787619.58432709
0, 0, 70, 5285, 68, 593, 75.5, 3881.25, 9581.5, 0, 0, 158, 1292189, 68, 17444, 8178.411392405063, 39930965.34341452, 106817378.24683544, 0, 0, 228, 1297474, 68, 17444, 5690.675438596491, 42437790.05877338, 74025510.8245614
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 5, 340, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 5, 402, 68, 99, 80.4, 230.64000000000001, 6694.8, 0, 0, 10, 742, 68, 99, 74.2, 187.9288888888889, 5659.4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 2, 408, 99, 309, 204.0, 11025.0, 52641.0, 0, 0, 3, 476, 68, 309, 158.66666666666666, 11779.36, 36635.333333333336
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 36, 3498, 68, 593, 97.16666666666667, 14461.805555555555, 23903.166666666668, 0, 0, 104, 871342, 342, 23236, 8378.288461538461, 44296836.47448225, 114492554.01923077, 0, 0, 140, 874840, 68, 23236, 6248.857142857143, 46388479.06940339, 85057758.08571428
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0
0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 2, 167, 68, 99, 83.5, 240.25, 7212.5, 0, 0, 3, 235, 68, 99, 78.33333333333333, 230.64000000000001, 6349.666666666667
0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 65, 5470, 68, 593, 84.15384615384616, 8219.8224852071, 15301.692307692309, 0, 0, 122, 1021154, 1516, 20340, 8370.11475409836, 42663676.18355281, 112722497.18032786, 0, 0, 187, 1026624, 68, 20340, 5489.967914438503, 45095233.55027702, 73546199.28342246
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 1, 99, 99, 99, 99.0, 0.0, 9801.0, 0, 0, 2, 167, 68, 99, 83.5, 213.55555555555557, 7212.5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 4, 897, 68, 654, 224.25, 61815.1875, 112103.25, 0, 0, 3, 522, 68, 347, 174.0, 15218.0, 45494.0, 0, 0, 7, 1419, 68, 654, 202.71428571428572, 34462.88999999999, 83556.42857142857
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 2, 144, 68, 76, 72.0, 16.0, 5200.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 144, 68, 76, 72.0, 16.0, 5200.0
0, 0, 25, 2750, 68, 593, 110.0, 19955.12, 32055.12, 0, 0, 25, 67437, 76, 7308, 2697.48, 2486366.2496, 9762764.6, 0, 0, 50, 70187, 68, 7308, 1403.74, 3152018.706488889, 4897409.86
0, 0, 64, 6288, 68, 860, 98.25, 17450.25, 27103.3125, 0, 0, 261, 1287798, 76, 24684, 4934.091954022989, 32743928.78847933, 57089192.19923372, 0, 0, 325, 1294086, 68, 24684, 3981.803076923077, 31444800.38609652, 45852350.08
0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 3, 453, 68, 317, 151.0, 13778.0, 36579.0, 0, 0, 4, 521, 68, 317, 130.25, 12653.26530612245, 28590.25
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 2, 136, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 2, 136, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 4, 272, 68, 68, 68.0, 0.0, 4624.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 100, 7850, 68, 593, 78.5, 5402.25, 11564.5, 0, 0, 363, 1167231, 779, 23236, 3215.5123966942147, 19424019.3132072, 29763539.286501378, 0, 0, 460, 1174877, 68, 23236, 2554.080434782609, 18158274.12473997, 23489798.56304348
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 2, 136, 68, 68, 68.0, 0.0, 4624.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 59, 5062, 68, 593, 85.79661016949153, 9026.5010054582, 16387.5593220339, 0, 0, 146, 1009708, 1384, 20340, 6915.808219178082, 41859877.96322011, 89688281.28767124, 0, 0, 205, 1014770, 68, 20340, 4950.09756097561, 41348361.80889765, 63880272.84878049
0, 0, 3, 204, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 5, 643, 68, 309, 128.6, 8328.24, 24866.2, 0, 0, 8, 847, 68, 309, 105.875, 7058.236686390532, 17275.375
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 4, 272, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 4, 272, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 8, 544, 68, 68, 68.0, 0.0, 4624.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 9, 1137, 68, 593, 126.33333333333333, 27222.222222222226, 43182.333333333336, 0, 0, 6, 66505, 2964, 17444, 11084.166666666666, 32906184.472222224, 155764935.16666666, 0, 0, 15, 67642, 68, 17444, 4509.466666666666, 48221105.4739229, 62331883.46666667
0, 0, 94, 6917, 68, 593, 73.58510638297872, 2900.987437754638, 8315.755319148937, 0, 0, 396, 1043279, 68, 24684, 2634.5429292929293, 13298409.131995458, 20239225.57828283, 0, 0, 490, 1050196, 68, 24684, 2143.2571428571428, 12509824.830609327, 16358193.897959184
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 2, 152, 76, 76, 76.0, 0.0, 5776.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 152, 76, 76, 76.0, 0.0, 5776.0
0, 0, 7, 2294, 68, 801, 327.7142857142857, 86043.91836734695, 193440.57142857142, 0, 0, 3, 357, 76, 205, 119.0, 3698.0, 17859.0, 0, 0, 10, 2651, 68, 801, 265.1, 58864.082840236704, 140766.1
0, 0, 3, 255, 68, 119, 85.0, 578.0, 7803.0, 0, 0, 3, 590, 68, 317, 196.66666666666666, 10368.222222222223, 49046.0, 0, 0, 6, 845, 68, 317, 140.83333333333334, 9875.802469135802, 28424.5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0
0, 0, 100, 7850, 68, 593, 78.5, 5402.25, 11564.5, 0, 0, 224, 1197295, 1116, 21788, 5345.066964285715, 31960494.794622928, 60530235.647321425, 0, 0, 324, 1205145, 68, 21788, 3719.5833333333335, 30267098.518035054, 41851633.44135802
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 4, 897, 68, 654, 224.25, 61815.1875, 112103.25, 0, 0, 3, 522, 68, 347, 174.0, 15218.0, 45494.0, 0, 0, 7, 1419, 68, 654, 202.71428571428572, 34462.88999999999, 83556.42857142857
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 7, 1001, 68, 593, 143.0, 33750.0, 54199.0, 0, 0, 6, 66172, 1516, 16481, 11028.666666666666, 30283331.222222224, 151914819.66666666, 0, 0, 13, 67173, 68, 16481, 5167.153846153846, 46711629.71191135, 70143716.23076923
0, 0, 66, 5013, 68, 593, 75.95454545454545, 4112.861570247935, 9881.954545454546, 0, 0, 122, 1064968, 1516, 23236, 8729.245901639344, 50148025.726417646, 126347759.73770492, 0, 0, 188, 1069981, 68, 23236, 5691.38829787234, 52020182.08895941, 81995100.51595744
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 2, 136, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 2, 136, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 4, 272, 68, 68, 68.0, 0.0, 4624.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0
